,title,urlToImage
0,Twitch Streamer Beats Elden Ring Without Damage Of Any Kind - Kotaku,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c8eab8d91e8320f2351edba977cee12c.jpg"
1,"Apple iOS 15.4.1 Update: Fixes for Battery-Drain Bug, Security Issues - CNET",https://www.cnet.com/a/img/resize/6317a1f3f357fa82880d4c4393690b4583393eed/2022/03/09/6f0b8199-6408-431e-ae2e-e050d6fc0659/apple-ios-15-7288.jpg?auto=webp&fit=crop&height=630&width=1200
2,10 incredibly useful iPhone and Android tricks that make your life easier - Fox News,https://static.foxnews.com/foxnews.com/content/uploads/2021/10/holdingandroid.jpg
3,Apple Experts Say You Should Delete This One App On Your iPhone To Increase Its Battery Life - SheFinds,https://www.shefinds.com/files/2022/04/apple-app-store.jpg
4,Feature Nintendo Life eShop Selects - March 2022 - Nintendo Life,https://images.nintendolife.com/b88c78e9d44fe/1280x720.jpg
5,Abandoned's developer claims it 'reached out' to Silent Hill publisher Konami | VGC - Video Games Chronicle,https://www.videogameschronicle.com/files/2021/06/silent-hill.jpg
6,These Air-Purifying Headphones Look Like Something a Batman Villain Would Wear - CNET,https://www.cnet.com/a/img/resize/86fec1cf7ad33a15115c55466597445cfee7fa52/2022/03/29/4488932c-f341-4180-a1ee-894b837e7326/dyson-zone-promo.jpg?auto=webp&fit=crop&height=630&width=1200
7,Elden Ring AFK Rune Farming Trick Is Ruining PVP Invasions - Gaming INTEL,https://gamingintel.com/wp-content/uploads/2022/04/Elden-Ring-AFK-Rune-Farming-Trick-Is-Ruining-PVP-Invasions.jpg
8,New Starfield early images have allegedly leaked online | VGC - Video Games Chronicle,https://www.videogameschronicle.com/files/2021/06/Starfield_Trailer_Pilot-11911260c603375ee1a7.60592772-scaled.jpg
9,"The House of the Dead: Remake details controls, options and features, more - Nintendo Everything",https://nintendoeverything.com/wp-content/uploads/The-House-of-the-Dead-Remake-controls-options-features.jpg
10,Maxsun Developing A Desktop Motherboard With A Soldered Alder Lake Mobility 14-Core CPU - Wccftech,https://cdn.wccftech.com/wp-content/uploads/2022/04/Intel-Alder-Lake-Chip-Hell.jpg
11,Snapchat now lets you share YouTube videos as a sticker in your snap - The Verge,https://cdn.vox-cdn.com/thumbor/SuzW3F-ru3MjaEibmW3U1I1NJYs=/0x38:1920x1043/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23363161/snapchat_youtube_links_sticker.jpg
12,Halo Infinite: 343 Industries Says 'We Understand the Community Is Simply Out Of Patience' - IGN,https://assets-prd.ignimgs.com/2022/04/02/halo-4-1627508088773-1627598680079-1627792407442-1639250458874-1642308542577-1648932796205.jpg?width=1280
13,"Intel's new GPUs shows promise, but Nvidia still has the advantage - Seeking Alpha",https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1344067896/image_1344067896.jpg?io=getty-c-w750
14,Tiny Tina’s Wonderlands joins Elden Ring in the illusory wall tradition - Polygon,https://cdn.vox-cdn.com/thumbor/2StfYjcq__9W533i5APpkY5Dx3E=/0x39:1923x1046/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23361369/tinytina_wall.jpg
15,Everybody's Golf PS4 Servers Shutting Down In September - Kotaku,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/9ee08182b5f61d87e93eb15be0181d5f.jpg"
16,Nvidia GeForce RTX 3090 Ti Review - TechSpot,https://static.techspot.com/articles-info/2442/images/2022-03-30-image-18.jpg
17,"The weekend’s best deals: Xbox Series X/S in stock, Samsung microSD cards, and more - Ars Technica",https://cdn.arstechnica.net/wp-content/uploads/2022/04/dealmaster040222-760x380.jpg
18,DJI Mini 3 Pro leak shows obstacle avoidance sensors and a slightly bigger battery - The Verge,https://cdn.vox-cdn.com/thumbor/K6LxfB8ZMRGaAEKJvW6W5pt9YFY=/0x0:2040x1068/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22296015/vpavic_201214_4405_0360.jpg
19,iPad Air 5 Features Pull Tabs for Easier Battery Replacements - MacRumors,https://images.macrumors.com/t/yhXMbXK2w1722GDBAk8gSMPmt54=/1600x/article-new/2022/04/ifixit-ipad-air-5-battery-pull-tabs.jpg
