,title,urlToImage
0,"After a $625 million hack, the party must go on - CNN",https://cdn.cnn.com/cnnnext/dam/assets/220401140331-01-axie-infinity-hack-party-super-tease.jpg
1,Manchester Airport: Travellers miss flights amid chaos - BBC.com,https://ichef.bbci.co.uk/news/1024/branded_news/1332F/production/_123993687_ma-nc.jpg
2,Applebee's franchisee worker fired over leaked email - The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/afs:Medium:751921853724/700.png
3,Airlines cancel hundreds of weekend flights as thunderstorms sweep through Florida - CNBC,https://image.cnbcfm.com/api/v1/image/106958733-16340395402021-10-12t012252z_909114992_rc2z7q9ocjfu_rtrmadp_0_usa-airlines-southwest.jpeg?v=1634039587&w=1920&h=1080
4,Tech companies cautiously bring people back while contending with hesitant employees - CNBC,https://image.cnbcfm.com/api/v1/image/106883434-1621015901225-gettyimages-1308922855-ab9i2065_20210324102648378.jpeg?v=1621016032&w=1920&h=1080
5,Experts predict how Mark Zuckerberg’s metaverse will change our mental health forever - New York Post ,https://nypost.com/wp-content/uploads/sites/2/2022/04/metaverse-comp.jpg?quality=75&strip=all&w=1024
6,Howard Schultz returns to Starbucks as CEO amid labor uprising - Fox Business,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2018/06/0/0/starbucks-Howard-Schultz.jpg?ve=1&tl=1
7,"VinFast, Macy's deals build on hot streak for NC in landing more jobs. More may be coming - WRAL TechWire",https://wraltechwire.com/wp-content/uploads/2019/06/north-carolina-flag.png
8,Gas prices trend lower following petroleum reserve release - Fox Business,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2022/01/0/0/iStock-155350081.jpg?ve=1&tl=1
9,"Photo shows the cockpit window of a Delta flight after it shattered in mid-air, prompting an emergency landing - Yahoo News",https://s.yimg.com/uu/api/res/1.2/SZNE_0OXS4aKFSwIInhu0A--~B/aD02NjQ7dz04ODY7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/business_insider_articles_888/99a9e648f9f2381fb67fd2d97371f71d
10,After Amazon workers’ union victory the Fed must stop tipping the scales for bosses - The Guardian,
11,Twitter founder Jack Dorsey said he's 'partially to blame' for centralizing the Internet and that he regrets it - Yahoo Finance,https://s.yimg.com/ny/api/res/1.2/3LJYKeHBr7FbZRPrB8tTag--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://s.yimg.com/uu/api/res/1.2/WKnvAG0wTb07_xZq8ffvmA--~B/aD0yMjQ3O3c9Mjk5NzthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/business_insider_articles_888/5c6c29f0a4f66e2b87185876cc46bbf4
12,Tesla plans to resume production at its Shanghai plant from April 4 - sources - Reuters,https://www.reuters.com/resizer/RffNQodsFFwg8pmoYtkvGkHwURk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWUDWROTDNIE3AUXVC2QVVS6YE.jpg
13,Defiance CEO 'Completely Bullish on Bitcoin' — Says It's 'a Good Time to Get in' – Bitcoin News - Bitcoin News,https://static.news.bitcoin.com/wp-content/uploads/2022/04/defiance-etf.jpg
14,"Alaska Airlines' cancellations, delays draw backlash from Sea-Tac passengers - KING5.com",https://media.king5.com/assets/KING/images/4190936f-984d-4b7a-851c-5a2862357193/4190936f-984d-4b7a-851c-5a2862357193_1140x641.jpg
15,Energy groups target Biden administration over unwillingness to expand domestic oil production - Fox Business,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2021/10/0/0/joe-biden-oil-field-1-AP-istock.jpg?ve=1&tl=1
16,What is the average monthly Social Security benefit for a retired worker? - AS USA,https://as01.epimg.net/en/imagenes/2022/04/03/latest_news/1648941258_787417_1648942065_noticia_normal.jpg
17,"Toyota GR86 Sales Were Up 326 Percent in Q1 2022, Which Is a Lot - The Drive",https://www.thedrive.com/content/2022/04/1-GR-86-HERO.jpg?quality=85
18,China confirms plans to change audit rules on overseas listings (NASDAQ:PDD) - Seeking Alpha,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1056780444/image_1056780444.jpg?io=getty-c-w750
19,What a mix of high inflation and low unemployment means for the U.S. economy - PBS NewsHour,https://i.ytimg.com/vi/FAGS3aOizhg/maxresdefault.jpg
